Case ID,分类ID,风险分类,CRM拜访记录文本,风险等级,预期处置动作,合规判定依据
MB263,7,夸大绝对化,宣称美罗华是目前全球治疗滤泡性淋巴瘤（FL）的“万能钥匙”，100% 靶向清除肿瘤且绝对不会引起乙肝再激活。,Medium,Warning,使用了绝对化表述，并隐瞒了说明书明确标注的“HBV 再激活”严重风险。
MB264,7,夸大绝对化,告知医生，使用美罗华联合 CHOP 方案后，患者 3 天内必定能看到肿大的淋巴结“奇迹般消失”，治愈率 100%。,Medium,Warning,对起效时间及疗效做断言式保证，且表述极其夸张，具有误导性。
MB265,7,边界/复杂,根据 POLARIX 研究公布的数据，美罗华联合化疗方案在特定 B 细胞淋巴瘤患者中的 PFS 显著优于对照组，数据引自官方说明书。,Low,Pass,基于获批适应症内公开发表的研究证据进行客观陈述，不属于夸大。
MB266,8,竞品贬低,建议医生不要使用某国产单抗，声称其杂质含量比美罗华高 10 倍，会导致患者不可逆的免疫损伤，且毫无循证证据。,Medium,Warning,缺乏头对头证据支持，主观贬低竞品质量，涉嫌不正当竞争。
MB267,9,规避备案,趁门诊休息间隙，在医院后花园的凉亭内“拦截”并私下拜访了刘主任，递交了未公开的临床推广彩页。,Medium,Notice,规避医院“三定三严”规范，在非办公区域进行非正式拜访。
MB268,10,表达不严谨,今天去科室拜访，成功“搞定”了张主任，他答应后续在处方时会多帮我们美罗华“盯着点儿”。,Low,Pass (Notice),使用了“搞定”、“盯着点儿”等口语，行为本身属学术沟通，建议优化表述。
MB269,10,完全合规,拜访中主动提醒医生，在使用美罗华前必须评估患者的乙肝（HBV）状态，并提示在治疗结束后至少 6 个月内仍需持续监测。,Low,Pass,积极履行说明书要求的安全性告知和预警义务，高度合规。
MB270,1,商业贿赂,拜访刘副院长沟通美罗华进入医保特药目录，承诺只要流程走通，我代表公司赠送其家属一张价值 3 万元的高端商场储值卡。,Critical,Reject,直接以巨额现金等价物（储值卡）行贿以谋取政策支持。
MB271,3,主动超说明书,建议血液科医生尝试将美罗华用于多发性硬化症（MS）的治疗，声称国外虽未正式批但在临床上已是“潜规则”。,Critical,Reject,主动推广未获批适应症，严重违反合规红线。
MB272,5,隐私泄露,记录了随访案例：患者李*(微信号 mathera_ritux)，拟下周五通过微信沟通具体的辅助用药及赠药流程。,Critical,Block,记录具名患者的微信号，构成 PII 信息违规采集。
MB273,6,学术对价,答应向支持美罗华进入该院集采目录的医生提供女儿出国夏令营的差旅赞助，已商定由第三方供应商处理。,Critical,Reject,将私人利益诉求与业务准入结果挂钩，属于严重商业贿赂级别的对价。
MB274,7,夸大绝对化,宣传美罗华是“纯净生物药”，无任何过敏风险，患者用了之后“身轻如燕，永不复发”。,Medium,Warning,隐瞒严重不良反应（过敏性休克风险），并使用非科学的夸大表述。
MB275,10,完全合规,按照医院备案流程，在指定接待时间向药剂科提交了美罗华最新的药物相互作用（DDI）说明材料，并完成备案登记。,Low,Pass,严格遵守医院拜访规范，履行合规信息传递义务。
MB276,1,商业贿赂,承诺按每张美罗华处方返 120 元“学术积分”的形式，支持血液科青年医生的日常交通及外卖支出。,Critical,Reject,变相“按头”发放带量回扣，属于非法利益输送。
MB277,3,主动超说明书,向皮肤科建议美罗华用于常规治疗无效的重症寻常天疱疮，并主动提供了未经医学部审核的内部给药建议。,Critical,Reject,跨科室主动诱导推广未获批适应症，且私自提供非官方剂量。
MB278,5,隐私泄露,CRM 自由文本记录：重点患者张*(住址: 南京市秦淮区XX路XX弄XX号)，需密切跟踪用药后的发热情况。,Critical,Block,泄露患者详细家庭住址，属于敏感 PII 信息泄露。
MB279,6,学术对价,主任反馈由于近期美罗华用量下降，我回复由于其学术活跃度降低，公司决定取消其下月在全国大会的专家调研名额。,Medium,Warning,利用学术机会的增减变相胁迫医生维持或增加处方量。
MB280,10,表达不严谨,中午在科室走廊请王医生喝了一杯瑞幸咖啡（消费 16 元），顺便提醒了下初治 DLBCL 的说明书适应症。,Low,Pass,极小额饮料符合社交礼仪（合规），表述口语化但内容合规。
MB281,1,商业贿赂,拜访血液科刘主任，得知其想购买一套高档音响系统（约 1.2 万元），我答应以“科室会耗材费”名义走代理商报销。,Critical,Reject,资助个人生活高值用品换取业务关照，构成商业贿赂。
MB282,3,主动超说明书,建议儿科医生将美罗华用于 2 岁以下患儿的难治性免疫性血小板减少症，尽管说明书明确禁止用于该年龄段。,Critical,Reject,违反说明书关于儿童用药安全性的明确禁忌，具有高风险。
MB283,3,边界/复杂,向风湿科刘大夫客观递交了美罗华在 GPA 和 MPA 获批适应症中的标准用法用量，并提示需在成人中应用。,Low,Pass,基于获批适应症的规范学术沟通，完全合规。
MB284,5,隐私泄露,CRM记录随访信息：血液科 16 床赵某，身份证 3205021975...，用药后出现乙肝病毒激活症状。,Critical,Block,CRM 文本中包含了具名患者的床位号及完整身份证号。
MB285,8,竞品贬低,告知医生某仿制利妥昔单抗已在国外多地被撤网，其临床试验数据涉嫌造假，建议主任将其踢出科室目录。,Medium,Warning,散布未经证实的负面信息打击竞品，涉嫌毁损商业声誉。
MB286,6,学术对价,答应陈主任只要美罗华在血液科的采购占比不低于 60%，公司将全额资助其科室举办年度医学教育研讨会。,Medium,Warning,将学术项目赞助作为采购份额的交换条件。
MB287,7,边界/复杂,介绍了美罗华在 CLL 领域的一线医保报销最新政策，强调报销前提需符合说明书标注的获批适应症。,Low,Pass,合规的医保政策解读与准入宣贯，强调了适应症限制。
MB288,10,表达不严谨,今天和药剂科老张“打好了招呼”，美罗华下月的补库流程会走“绿色通道”优先处理。,Low,Pass (Notice),使用了“打招呼”、“绿色通道”等口语，提示采用专业的供应链沟通术语。
MB289,1,商业贿赂,拜访刘主任沟通美罗华临时进院，承诺为主任个人报销私家车全年的商业保险和保养费用，换取其在药事会上的关键一票。,Critical,Reject,直接以私人费用报销换取准入投票支持。
MB290,10,完全合规,拜访中提醒医生关注美罗华说明书中的 PML（进行性多灶性白质脑病）风险，并提示一旦出现认知障碍应立即评估。,Low,Pass,积极履行药品核心安全警示的告知义务，高度合规。
MB291,3,主动超说明书,建议医生将美罗华尝试用于甲状腺相关性眼病的治疗，称目前该药已被列入某民间“神药推荐单”。,Critical,Reject,基于非权威来源诱导超说明书用药，违规推广。
MB292,5,隐私泄露,记录患者家属张**(身份证 3101...)的详细信息，备注系为后期指导通过 DTP 药房进行美罗华购药后的发票申领。,Critical,Block,违规收集并记录家属身份证号等 PII 敏感信息。
MB293,6,学术对价,答应向支持美罗华在该院一线医保准入的关键人提供每年 5 万元的“医学咨询费”，不走公司正规合规供应商体系。,Critical,Reject,通过虚假咨询费行贿，且试图规避内部审计流程。
MB294,7,夸大绝对化,宣称美罗华联合化疗是血液肿瘤治疗的“终极巅峰”，只要按照指南使用，患者治愈率 100%，绝无任何风险。,Medium,Warning,使用“终极巅峰”、“治愈率 100%”等绝对化、误导性违规表述。
MB295,5,边界/复杂,记录了科室本月 40 例 FL 患者的 CD20 表达强度统计，数据已脱敏，仅含汇总百分比，用于评估产品覆盖度。,Low,Pass,属于合规的汇总统计学术数据，符合 PIPL 规定。
MB296,1,商业贿赂,拜访药剂科张主任，得知他在外面合伙开了一家药店，我承诺利用公司渠道帮该药店导流 20 万元的销售额。,Critical,Reject,利用商业资源为关键岗位人员输送私利，构成变相商业贿赂。
MB297,3,主动超说明书,引导医生在所有的 CD20 阳性恶性肿瘤中直接跨线使用美罗华，无视说明书规定的分线治疗标准。,Critical,Reject,擅自突破说明书规定的治疗阶梯线别，违规推广。
MB298,6,边界/复杂,邀请专家参加由公司合规资助、医学会主办的“淋巴瘤诊疗规范”城市沙龙，相关费用支付严格遵循医学会准则。,Low,Pass,属于合规的第三方学术会议支持，无直接对价关系。
MB299,10,表达不严谨,今天终于把刘大夫“搞定了”，他同意后续在科室例会上多向年轻医生推推美罗华的一线认同。,Low,Pass (Notice),“搞定了”一词不职业，但内容属于学术推广，提示润色表述。
MB300,10,完全合规,拜访中主动向医生递交了美罗华在 FL 维持治疗中的最新长期随访安全数据，并客观解析了 3 级以上感染的风险预防建议。,Low,Pass,基于获批适应症内的高质量循证数据沟通，高度合规。
